Skupina,Téma,Téma ID,Země,Kód,Web,Doména,Popis,Typ,Přístup,Data,Zdroj,Návštěvy,Unikátních URL,Poslední návštěva,URL,ID,Ověřeno
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Polsko,PL,Mapa Dotacji UE,mapadotacji.gov.pl,"Projekty spolufinancované z fondů EU v Polsku — příjemce, program, částka a místo realizace na mapě, od roku 2004. Data ke stažení; u polských firem odpoví, kolik a odkud dostaly evropských peněz",official,open,bulk,reference,,,,https://mapadotacji.gov.pl/,pl-mapa-dotacji,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Polsko,PL,Rejestr Umów,rejestrumow.gov.pl,"Centrální rejstřík smluv subjektů veřejných financí, povinný od roku 2022 — protistrana, předmět, hodnota a doba plnění nad zákonným limitem. Polská obdoba českého registru smluv, byť s kratší historií a bez plných textů",official,open,bulk,reference,,,,https://rejestrumow.gov.pl/,pl-rejestr-umow,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Polsko,PL,ARiMR,gov.pl,"Platební agentura Společné zemědělské politiky. Podle nařízení 1306/2013 musí každý stát **zveřejňovat příjemce zemědělských dotací** — jméno, obec a částku podle opatření, s dvouletou dostupností. Polská ARiMR vede navíc evidenci hospodářských zvířat a producentů",official,open,search,reference,,,,https://www.gov.pl/web/arimr,pl-arimr,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Portugalsko,PT,Portal da Transparência,transparencia.gov.pt,"Portugalský transparenční portál — veřejné výdaje, zaměstnanost ve státní správě, smlouvy a dotace v přehledech s exportem. Sjednocuje čísla, která jinak leží v jednotlivých resortech",official,open,bulk,reference,,,,https://transparencia.gov.pt/,pt-transparencia,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Portugalsko,PT,IFAP,ifap.pt,"Platební agentura Společné zemědělské politiky. Podle nařízení 1306/2013 musí každý stát **zveřejňovat příjemce zemědělských dotací** — jméno, obec a částku podle opatření, s dvouletou dostupností. Portugalský IFAP provozuje i geoprostorový systém parcel iSIP, ze kterého se čerpá při kontrolách",official,open,search,reference,,,,https://www.ifap.pt/,pt-ifap,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Portugalsko,PT,Tribunal de Contas,tcontas.pt,"Nejvyšší kontrolní instituce. Publikuje **kontrolní závěry o hospodaření** státních úřadů, podniků a dotačních programů — jmenují konkrétní projekty, částky a pochybení, takže jsou často jediným veřejným zdrojem o tom, jak zakázka nebo dotace dopadla. Portugalský účetní dvůr **předběžně schvaluje velké veřejné smlouvy** — bez jeho visto řada zakázek nenabude účinnosti, takže jeho rozhodnutí jsou dobrým indikátorem problémů",official,open,search,reference,,,,https://www.tcontas.pt/,pt-tcontas,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Rumunsko,RO,Ministerul Finanțelor,mfinante.gov.ro,"Rumunské ministerstvo financí — **veřejná databáze účetních výkazů firem podle CUI** (bilanț, obrat, zisk, zaměstnanci), rozpočet a daňová legislativa. Bezplatná cesta k rumunským firemním číslům, když je výpis z rejstříku placený",official,open,search,reference,,,,https://mfinante.gov.ro/,ro-mfinante,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Rumunsko,RO,Curtea de Conturi,curteadeconturi.ro,"Nejvyšší kontrolní instituce. Publikuje **kontrolní závěry o hospodaření** státních úřadů, podniků a dotačních programů — jmenují konkrétní projekty, částky a pochybení, takže jsou často jediným veřejným zdrojem o tom, jak zakázka nebo dotace dopadla. Rumunský účetní dvůr kontroluje i obce a státní podniky. Na automat vrací 403, v prohlížeči funguje",official,open,download,reference,,,,https://www.curteadeconturi.ro/,ro-curteadeconturi,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Slovensko,SK,Rozpočet.sk,rozpocet.sk,"Rozklikávací rozpočty slovenských obcí, měst a státu v jednotné podobě, včetně faktur a objednávek. Provozuje INEKO; obce zveřejňují data v neporovnatelných formátech a tady jsou sjednocené a srovnatelné v čase",ngo,open,bulk,reference,,,,https://www.rozpocet.sk/web/,sk-rozpocet,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Slovensko,SK,NKÚ SR,nku.gov.sk,"Nejvyšší kontrolní úřad SR — kontrolní závěry k programům, resortům a samosprávám s vyčíslením zjištěných nedostatků, plus datové výstupy k hospodaření obcí. Často jediný veřejný rozbor konkrétního slovenského veřejného projektu",official,open,download,reference,,,,https://www.nku.gov.sk/,sk-nku,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Slovensko,SK,PPA — Pôdohospodárska platobná agentúra,apa.sk,"Platební agentura Společné zemědělské politiky. Podle nařízení 1306/2013 musí každý stát **zveřejňovat příjemce zemědělských dotací** — jméno, obec a částku podle opatření, s dvouletou dostupností. Slovenská PPA zveřejňuje seznam příjemců; platby jsou navíc v Centrálnom registri zmlúv a v Rozpočte.sk",official,open,search,reference,,,,https://www.apa.sk/,sk-apa,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Slovinsko,SI,Erar,erar.si,"**Každá transakce slovinského veřejného sektoru** — kdo komu kdy kolik zaplatil, od ministerstev po obce, dohledatelné z obou stran a propojené s obchodním rejstříkem. Provozuje protikorupční komise. Nejotevřenější nástroj pro sledování veřejných peněz v EU; obdobu tomu nemá žádný jiný členský stát",official,open,bulk,reference,,,,https://erar.si/,si-erar,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Slovinsko,SI,Agencija za kmetijske trge in razvoj podeželja,gov.si,"Platební agentura Společné zemědělské politiky. Podle nařízení 1306/2013 musí každý stát **zveřejňovat příjemce zemědělských dotací** — jméno, obec a částku podle opatření, s dvouletou dostupností. Slovinská agentura zveřejňuje seznam příjemců; platby jsou navíc dohledatelné v Eraru po jednotlivých transakcích",official,open,search,reference,,,,https://www.gov.si/drzavni-organi/organi-v-sestavi/agencija-za-kmetijske-trge-in-razvoj-podezelja/,si-akts,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Slovinsko,SI,Računsko sodišče,rs-rs.si,"Nejvyšší kontrolní instituce. Publikuje **kontrolní závěry o hospodaření** státních úřadů, podniků a dotačních programů — jmenují konkrétní projekty, částky a pochybení, takže jsou často jediným veřejným zdrojem o tom, jak zakázka nebo dotace dopadla. Slovinské účetní sodišče kontroluje i obce a veřejné podniky a vydává závazné pokyny k nápravě",official,open,download,reference,,,,https://www.rs-rs.si/,si-rsrs,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Španělsko,ES,BDNS — databáze dotací,pap.hacienda.gob.es,"Národní databáze dotací — **každá vyplacená veřejná podpora ve Španělsku s příjemcem, částkou, poskytovatelem a účelem**, ze všech úrovní správy. Data ke stažení; u španělské firmy odpoví, kolik veřejných peněz dostala",official,open,bulk,reference,,,,https://www.pap.hacienda.gob.es/bdnstrans/GE/es/index,es-bdns,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Španělsko,ES,FEGA,fega.gob.es,"Platební agentura Společné zemědělské politiky. Podle nařízení 1306/2013 musí každý stát **zveřejňovat příjemce zemědělských dotací** — jméno, obec a částku podle opatření, s dvouletou dostupností. Španělská FEGA zveřejňuje seznam příjemců ke stažení; k tomu vede registr zemědělských podniků a statistiky trhu",official,open,download,reference,,,,https://www.fega.gob.es/es,es-fega,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Španělsko,ES,Tribunal de Cuentas,tcu.es,"Nejvyšší kontrolní instituce. Publikuje **kontrolní závěry o hospodaření** státních úřadů, podniků a dotačních programů — jmenují konkrétní projekty, částky a pochybení, takže jsou často jediným veřejným zdrojem o tom, jak zakázka nebo dotace dopadla. Španělský účetní dvůr vede navíc **registr účetnictví politických stran** a databázi veřejných podniků",official,open,search,reference,,,,https://www.tcu.es/,es-tcu,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Švédsko,SE,Statskontoret / ESV — státní finance,esv.se,"Švédská správa státních financí — plnění rozpočtu, výkazy státních úřadů a prognózy. Švédsko nemá rozklikávací rozpočtový portál na úrovni faktur; jednotlivé dokumenty se získávají podle zásady veřejnosti",official,open,download,reference,,,,https://www.esv.se/,se-esv,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Švédsko,SE,Jordbruksverket,jordbruksverket.se,"Platební agentura Společné zemědělské politiky. Podle nařízení 1306/2013 musí každý stát **zveřejňovat příjemce zemědělských dotací** — jméno, obec a částku podle opatření, s dvouletou dostupností. Švédský zemědělský úřad vydává seznam příjemců i statistiky a registry zvířat jako otevřená data",official,open,bulk,reference,,,,https://jordbruksverket.se/,se-jordbruksverket,2026-08-28
Veřejná data a správa,"Rozpočty, dotace, výdaje",spending,Švédsko,SE,Riksrevisionen,riksrevisionen.se,"Nejvyšší kontrolní instituce. Publikuje **kontrolní závěry o hospodaření** státních úřadů, podniků a dotačních programů — jmenují konkrétní projekty, částky a pochybení, takže jsou často jediným veřejným zdrojem o tom, jak zakázka nebo dotace dopadla. Švédská Riksrevisionen publikuje efektivnostní audity i výroční audit státních účtů a agentur",official,open,download,reference,,,,https://www.riksrevisionen.se/,se-riksrevisionen,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Evropská unie,EU,North Data,northdata.com,"Firemní rejstříky, účetní závěrky a vazby osob a firem ve 26 zemích Evropy včetně ČR (v záběru je i Izrael)",commercial,mixed,api,history,22,11,2026-07-22,https://www.northdata.com/,eu-north-data,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Evropská unie,EU,e-Justice — rejstříky členských států,e-justice.europa.eu,"Rozcestník Komise po národních obchodních, insolvenčních a pozemkových rejstřících — pro každý stát odkaz, rozsah údajů, jazyk a podmínky přístupu. První místo, kam jít, když je potřeba zjistit, kde se v dané zemi firma nebo pozemek vůbec dohledá",intl,open,search,reference,,,,https://e-justice.europa.eu/topics/registers-business-insolvency-land_en,eu-e-justice-registers,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Evropská unie,EU,BRIS — vyhledání firmy v EU,e-justice.europa.eu,"Propojení obchodních rejstříků všech členských států — jedno vyhledávací pole nad všemi národními rejstříky, výsledkem základní údaje a odkaz do rejstříku země. Zdarma; listiny a výpisy si za svých podmínek účtuje každý národní rejstřík zvlášť",intl,open,search,reference,,,,https://e-justice.europa.eu/topics/registers-business-insolvency-land/business-registers-search-company-eu_en,eu-bris,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Evropská unie,EU,VIES — ověření DIČ,ec.europa.eu,"Ověření platnosti DIČ pro účely DPH ve všech členských státech — vrací, jestli je číslo aktivní, a u většiny států i jméno a adresu plátce. Má SOAP i REST rozhraní; standardní krok při prověření existence obchodního partnera před fakturací",intl,open,api,reference,,,,https://ec.europa.eu/taxation_customs/vies/,eu-vies,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Celosvětové,GLOBAL,GLEIF — globální rejstřík LEI,gleif.org,"Registr identifikátorů právnických osob LEI — pro každý subjekt oficiální název, sídlo, právní forma a hlavně vztah k přímé i konečné mateřské společnosti. Kompletní data pod CC0 ke stažení i přes API; jediný veřejný a globální zdroj strukturovaných vlastnických vazeb mezi firmami napříč jurisdikcemi",ngo,open,bulk,reference,,,,https://www.gleif.org/,global-gleif,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Celosvětové,GLOBAL,OpenCorporates,opencorporates.com,"Agregátor obchodních rejstříků z více než stovky jurisdikcí — firmy, statutární orgány a vazby napříč zeměmi na jednom místě, s uvedením zdroje a data stažení. Vyhledávání zdarma, API a hromadná data placené; nenahrazuje národní rejstřík, ale najde firmu, o jejíž zemi člověk neví",commercial,mixed,api,reference,,,,https://opencorporates.com/,global-opencorporates,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Rakousko,AT,Firmenbuchabfrage (JustizOnline),justizonline.gv.at,"Rakouský obchodní rejstřík vedený soudy — společnosti, statutární orgány, sídlo a základní kapitál. Vyhledání firmy je zdarma, ale každý výpis a každá listina jsou zpoplatněné; bezplatnou obdobu českého ARESu Rakousko nemá",official,paid,search,reference,,,,https://justizonline.gv.at/jop/web/firmenbuchabfrage,at-firmenbuch,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Rakousko,AT,WKO Firmen A–Z,firmen.wko.at,"Databáze členů Hospodářské komory — prakticky všechny rakouské živnosti a firmy s oborem činnosti, kontaktem a živnostenským oprávněním, zdarma. Členství je povinné, takže je to bezplatný způsob, jak si rakouskou firmu předběžně ověřit bez placení Firmenbuchu",official,open,search,reference,,,,https://firmen.wko.at/,at-wko-firmen,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Belgie,BE,Staatsbladmonitor,staatsbladmonitor.be,"Komerční nadstavba nad Moniteur belge — firemní oznámení strukturovaná po společnostech s historií změn, orgány a vazbami. Úřední zdroj je věstník, tohle je použitelnější, když je potřeba sledovat firmu v čase",commercial,mixed,search,reference,,,,https://www.staatsbladmonitor.be/,be-staatsbladmonitor,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Belgie,BE,KBO / BCE — Kruispuntbank van Ondernemingen,kbopub.economie.fgov.be,"Belgický registr podniků — identifikační číslo, právní forma, sídlo, ekonomické činnosti NACE a provozovny, zdarma a bez registrace. Kompletní databáze jde stáhnout jako open data; statutární orgány a stanovy se ale hledají v Moniteur belge",official,open,bulk,reference,,,,https://kbopub.economie.fgov.be/kbopub/zoeknummerform.html,be-kbo,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Bulharsko,BG,Търговски регистър (BRRA),portal.registryagency.bg,"Bulharský obchodní rejstřík a rejstřík neziskových organizací — společnosti, orgány, společníci, kapitál a **uložené listiny včetně účetních závěrek, všechno zdarma a bez registrace**. Jeden z nejotevřenějších rejstříků v EU; má i API",official,open,api,reference,,,,https://portal.registryagency.bg/CR/,bg-brra,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Chorvatsko,HR,Sudski registar,sudreg.pravosudje.hr,"Chorvatský soudní (obchodní) rejstřík — společnosti, statutární orgány, společníci, kapitál a stav, **zdarma a s otevřeným API**. Jeden z mála rejstříků v EU, který vydává strukturovaná data bez poplatku",official,open,api,reference,,,,https://sudreg.pravosudje.hr/,hr-sudreg,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Chorvatsko,HR,FINA,fina.hr,"Chorvatská finanční agentura — vedle registru účetních výkazů i **registr neplatičů a blokovaných účtů** a registr věcných práv. Základní informace zdarma, podrobné výpisy zpoplatněné",official,mixed,search,reference,,,,https://www.fina.hr/,hr-fina,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Kypr,CY,DRCOR — Registrar of Companies,efiling.drcor.mcit.gov.cy,"Kyperský obchodní rejstřík — společnosti, ředitelé, tajemníci, akcionáři a sídlo, s bezplatným vyhledáváním. **Akcionáři jsou ve výpisu veřejní**, což z Kypru dělá pro prověrku vlastnických struktur otevřenější jurisdikci, než jeho pověst napovídá; listiny jsou zpoplatněné",official,open,search,reference,,,,https://efiling.drcor.mcit.gov.cy/,cy-drcor,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Česko,CZ,ARES,ares.gov.cz,"Ekonomické subjekty ČR — REST API, adresy sídel (geokódovatelné)",official,open,api,history,7,5,2026-08-05,https://ares.gov.cz/,cz-ares,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Česko,CZ,Obchodní rejstřík,or.justice.cz,"Veřejný rejstřík — vazby, sídla, statutáři",official,open,search,history,16,6,2026-08-05,https://or.justice.cz/,cz-obchodni-rejstrik,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Česko,CZ,Registr živnostenského podnikání,rzp.gov.cz,Živnostenská oprávnění fyzických i právnických osob — včetně seznamu provozoven s adresami (geokódovatelné),official,open,search,reference,,,,https://rzp.gov.cz/,cz-registr-zivnostenskeho-podnikani,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Česko,CZ,Registr plátců DPH a nespolehlivých plátců,adisreg.mfcr.cz,"Ověření, jestli je subjekt plátcem DPH, od kdy, a hlavně jestli je označený jako nespolehlivý plátce nebo nespolehlivá osoba — a jaké má zveřejněné bankovní účty. Platba na účet mimo seznam zakládá ručení za nezaplacenou daň, takže je to praktický krok před úhradou faktury",official,open,search,reference,,,,https://adisreg.mfcr.cz/dpr/DphReg,cz-dph-registr,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Dánsko,DK,CVR — Det Centrale Virksomhedsregister,datacvr.virk.dk,"Dánský registr firem — společnosti, vedení, historie změn a **účetní závěrky, všechno zdarma a bez registrace**, včetně hromadného výdeje. Jeden z nejotevřenějších firemních registrů v EU. Údaje o skutečných majitelích jsou vedené zvlášť a od roku 2022 podléhají řízení o oprávněném zájmu. Na automat vrací 403, v prohlížeči funguje",official,open,bulk,reference,,,,https://datacvr.virk.dk/,dk-cvr,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Estonsko,EE,e-Äriregister,ariregister.rik.ee,"Estonský obchodní rejstřík — společnosti, vedení, **společníci, roční výkazy a historie změn**, se základním výpisem zdarma a bez přihlášení. Roční účetní výkazy jsou veřejné; podrobné výpisy a dokumenty za poplatek. Má otevřená data i API",official,mixed,api,reference,,,,https://ariregister.rik.ee/,ee-ariregister,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Finsko,FI,PRH — Patentti- ja rekisterihallitus,prh.fi,"Finský patentový a registrační úřad — **obchodní rejstřík, rejstřík spolků a nadací, ochranné známky a patenty**. Základní údaje o firmách jsou zdarma přes YTJ, výpisy a dokumenty zpoplatněné přes Virre",official,mixed,api,reference,,,,https://www.prh.fi/,fi-prh,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Finsko,FI,YTJ — Yritys- ja yhteisötietojärjestelmä,tietopalvelu.ytj.fi,"Finský firemní informační systém — **identifikace, sídlo, obor, registrace k daním a stav u všech finských firem zdarma**, s otevřeným API. Bezplatný vstupní bod k finské firmě; společný projekt PRH a daňové správy",official,open,api,reference,,,,https://tietopalvelu.ytj.fi/,fi-ytj,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Francie,FR,Annuaire des Entreprises,annuaire-entreprises.data.gouv.fr,"Oficiální veřejný vyhledávač francouzských firem — SIREN/SIRET, adresa, činnost, statutární orgány, finanční výkazy a stav řízení, všechno zdarma a na jednom místě. Nejpraktičtější vstupní bod k francouzské firmě; nahrazuje placené komerční služby",official,open,api,reference,,,,https://annuaire-entreprises.data.gouv.fr/,fr-annuaire-entreprises,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Francie,FR,Infogreffe,infogreffe.fr,"Portál francouzských rejstříkových soudů (greffes) — výpisy Kbis, listiny a účetní závěrky. Základní údaje zdarma, ověřené výpisy a dokumenty zpoplatněné. Od vzniku RNE u INPI je pro bezplatnou rešerši lepší Annuaire des Entreprises. Na automat vrací 403",official,mixed,search,reference,,,,https://www.infogreffe.fr/,fr-infogreffe,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Francie,FR,Pappers,pappers.fr,"Komerční nadstavba nad francouzskými otevřenými registry — firmy, orgány, závěrky a vazby mezi osobami v použitelné podobě, se sledováním změn. Základ zdarma, API a exporty placené. Na automat vrací 403",commercial,mixed,api,reference,,,,https://www.pappers.fr/,fr-pappers,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Německo,DE,Handelsregister,handelsregister.de,"Německý obchodní rejstřík vedený rejstříkovými soudy — firmy, statutární orgány, sídlo, kapitál a uložené listiny. Od srpna 2022 je náhled i stahování dokumentů **zdarma**, dřív se platilo za každý výpis; společníci s.r.o. jsou v seznamu společníků mezi listinami",official,open,search,reference,,,,https://www.handelsregister.de/rp_web/welcome.xhtml,de-handelsregister,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Řecko,GR,ΓΕΜΗ — Γενικό Εμπορικό Μητρώο,businessportal.gr,"Řecký obchodní rejstřík (ΓΕΜΗ) — společnosti, orgány, kapitál a stav. Základní údaje zdarma, **výpisy a listiny zpoplatněné**. Povinná zveřejnění firem vycházejí na publicity.businessportal.gr",official,mixed,search,reference,,,,https://www.businessportal.gr/,gr-businessportal,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Řecko,GR,ΑΑΔΕ / gsis.gr — daňové služby,gsis.gr,"Řecká daňová správa — **ověření DIČ (ΑΦΜ) a stavu registrace subjektu**, seznamy daňových dlužníků a elektronické služby. Ověření ΑΦΜ je bezplatný krok před obchodem s řeckou protistranou. Na automat vrací 403",official,open,api,reference,,,,https://www.gsis.gr/,gr-gsis,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Maďarsko,HU,e-Cégjegyzék,e-cegjegyzek.hu,"Maďarský obchodní rejstřík — vyhledání společnosti podle názvu, čísla nebo daňového čísla se základními údaji zdarma; **úplný výpis a historie změn jsou zpoplatněné**. Provozuje ministerstvo spravedlnosti",official,mixed,search,reference,,,,https://www.e-cegjegyzek.hu/,hu-e-cegjegyzek,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Irsko,IE,CRO — Companies Registration Office,cro.ie,"Irský obchodní rejstřík — společnosti, ředitelé, sídlo a stav, s bezplatným vyhledáním; **dokumenty a účetní závěrky jsou zpoplatněné** (jednotky eur za dokument) přes portál CORE. Na automat vrací 403, v prohlížeči funguje",official,mixed,search,reference,,,,https://www.cro.ie/,ie-cro,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Itálie,IT,Registro Imprese,registroimprese.it,"Italský obchodní rejstřík vedený obchodními komorami — společnosti, orgány, kapitál a uložené listiny včetně **účetních závěrek**, a také zápisy o insolvenčních řízeních. Základní vyhledání zdarma, **každý výpis a dokument je zpoplatněný**; objednává se přes Telemaco. **Itálie nemá jeden veřejný insolvenční rejstřík** — úpadky jsou zapsané tady a vyhlašují se v Gazzetta Ufficiale",official,paid,search,reference,,,,https://www.registroimprese.it/,it-registroimprese,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Lotyšsko,LV,Uzņēmumu reģistrs — info.ur.gov.lv,info.ur.gov.lv,"Lotyšský podnikový registr — **společnosti, vedení, společníci a skuteční majitelé s bezplatným vyhledáváním a hromadnými otevřenými daty ke stažení**. Lotyšsko patří k několika málo státům, které data rejstříku vydávají jako open data",official,open,bulk,reference,,,,https://info.ur.gov.lv/,lv-ur,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Lotyšsko,LV,Uzņēmumu reģistrs,ur.gov.lv,"Web lotyšského podnikového registru — postupy zápisů, poplatky a přístup k rejstříkům spolků, nadací a **insolvenčnímu rejstříku**. Data se vyhledávají na info.ur.gov.lv",official,mixed,search,reference,,,,https://www.ur.gov.lv/,lv-ur-gov,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Litva,LT,Rekvizitai.lt,rekvizitai.lt,"Komerční nadstavba nad litevskými registry — firmy, vedení, finanční ukazatele a vazby v použitelné podobě. Základ zdarma, hlubší data placená; praktická alternativa k placeným výpisům z Registrų centras. Na automat vrací 403",commercial,mixed,search,reference,,,,https://rekvizitai.lt/,lt-rekvizitai,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Lucembursko,LU,LBR — Luxembourg Business Registers,lbr.lu,"Lucemburské obchodní rejstříky — **RCS (obchodní rejstřík), RBE (skuteční majitelé) a registr účetních závěrek**. Základní údaje o firmě zdarma, **výpisy, listiny a účetní závěrky zpoplatněné** za dokument",official,mixed,search,reference,,,,https://www.lbr.lu/,lu-lbr,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Malta,MT,Malta Business Registry,mbr.mt,"Maltský obchodní rejstřík — společnosti, ředitelé, akcionáři a uložené dokumenty včetně účetních závěrek. Základní vyhledání zdarma, **dokumenty a výpisy zpoplatněné**. **Malta nemá samostatný veřejný insolvenční rejstřík** — likvidace a insolvenční řízení vede Insolvency and Receivership Service při MBR a vyhlašují se v Government Gazette",official,mixed,search,reference,,,,https://mbr.mt/,mt-mbr,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Nizozemsko,NL,KVK Handelsregister,kvk.nl,"Nizozemský obchodní rejstřík vedený Komorou — vyhledání firmy podle názvu nebo KVK čísla s adresou, činností a stavem je zdarma; **výpis, statutární orgány a uložené dokumenty jsou zpoplatněné**. API pro strojový přístup je placené",official,mixed,api,reference,,,,https://www.kvk.nl/zoeken/,nl-kvk-handelsregister,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Polsko,PL,Portal Rejestrów Sądowych,prs.ms.gov.pl,"Soudní rejstříky KRS — aktuální i úplné výpisy, sbírka listin a elektronická podání; strojově přes otevřené REST API api-krs.ms.gov.pl, které vrací celý výpis v JSON bez klíče",official,open,api,reference,,,,https://prs.ms.gov.pl/,pl-portal-rejestrow-sadowych,2026-08-30
Firmy a due diligence,Obchodní rejstříky,companies,Polsko,PL,Wyszukiwarka KRS,wyszukiwarka-krs.ms.gov.pl,"Vyhledávání v obchodním a spolkovém rejstříku podle názvu, čísla KRS, NIP nebo REGON. Na automat odpovídá Incapsula, v prohlížeči funguje; strojově vede cesta přes Portal Rejestrów Sądowych, ne přes tenhle formulář",official,open,search,reference,,,,https://wyszukiwarka-krs.ms.gov.pl/,pl-wyszukiwarka-krs,2026-08-30
Firmy a due diligence,Obchodní rejstříky,companies,Polsko,PL,Hurtownia danych CEIDG,dane.biznes.gov.pl,"Datový sklad CEIDG a Biznes.gov.pl — data, statistiky a reporty o živnostnících; vyžaduje účet, o který se žádá formulářem",official,registration,bulk,reference,,,,https://dane.biznes.gov.pl/pl/portal/034872,pl-hurtownia-danych-ceidg,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Polsko,PL,rejestr.io,rejestr.io,"Komerční nadstavba nad KRS — firmy, lidé a jejich vazby včetně historie změn; základní výpis zdarma, propojení a exporty placené. Na automat vrací 403",commercial,mixed,api,reference,,,,https://rejestr.io/,pl-rejestr-io,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Polsko,PL,Wykaz podatników VAT (biała lista),gov.pl,"Bílá listina plátců DPH vedená finanční správou — status registrace, historie a zveřejněné bankovní účty. Platba nad 15 tisíc zł na účet mimo seznam vylučuje výdaj z nákladů a zakládá ručení za daň, takže se ověřuje před úhradou. Má vlastní API",official,open,api,reference,,,,https://www.gov.pl/web/kas/wykaz-podatnikow-vat,pl-wykaz-vat,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Portugalsko,PT,IRN — Registos e Notariado,irn.justica.gov.pt,"Portugalský registrační institut — obchodní rejstřík, katastr nemovitostních práv (Registo Predial) a rejstřík právnických osob. **Výpisy jsou zpoplatněné** a objednávají se elektronicky; bezplatné vyhledávání firem Portugalsko nemá",official,paid,search,reference,,,,https://irn.justica.gov.pt/,pt-irn,2026-08-28
Firmy a due diligence,Obchodní rejstříky,companies,Portugalsko,PT,Portal das Finanças,portaldasfinancas.gov.pt,"Portál portugalské daňové správy — ověření DIČ (NIF) a stavu registrace, seznamy dlužníků, daňová legislativa a výklady. Ověření NIF je bezplatný krok před obchodem s portugalskou protistranou",official,open,search,reference,,,,https://www.portaldasfinancas.gov.pt/at/html/index.html,pt-portaldasfinancas,2026-08-28
